sample,relpath,obfuscation_transformation,mutant_id,size_orig,size_obf,call_ind_orig,call_ind_obf,max_nesting_orig,max_nesting_obf,obf_time,valid_orig,valid_obf,run_time_orig,run_orig,run_time_obf,run_obf,disassembly_ok_orig,disassembly_ok_obf,wat_similarity,cfg_similarity,func_symbols_orig,func_symbols_obf,type_symbols_orig,type_symbols_obf,orig_state_hash,obf_state_hash,state_match,behavior_match,wasmer_valid_orig,wasmer_valid_obf,semantic_equivalence_bool,wasmer_error_orig,wasmer_error_obf
worker.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/mining_programs/worker.wasm,if_swap,mut1,70972,70904,2,2,6,0,26,yes,yes,113,ok,118,ok,yes,yes,ERROR,0.00,45,0,11,0,,,yes,yes,no,no,no," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"
worker.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/mining_programs/worker.wasm,if_swap,mut2,70972,70972,2,2,6,6,30,yes,yes,113,ok,22,ok,yes,yes,100.00,0.00,45,45,11,11,,,yes,yes,no,no,no," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"
worker.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/mining_programs/worker.wasm,if_swap,mut3,70972,70997,2,2,6,6,37,yes,yes,113,ok,113,ok,yes,yes,99.99,0.00,45,45,11,11,,,yes,yes,no,no,no," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"
worker.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/mining_programs/worker.wasm,peephole_if_swap,mut1,70972,69164,2,2,6,6,28,yes,yes,113,ok,109,ok,yes,yes,99.64,0.00,45,45,11,11,,,yes,yes,no,no,no," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"
worker.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/mining_programs/worker.wasm,peephole_if_swap,mut2,70972,69592,2,2,6,0,32,yes,yes,113,ok,112,ok,yes,yes,ERROR,0.00,45,46,11,11,,,yes,yes,no,no,no," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"
worker.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/mining_programs/worker.wasm,peephole_if_swap,mut3,70972,70972,2,2,6,0,29,yes,yes,113,ok,113,ok,yes,yes,ERROR,0.00,45,45,11,11,,,yes,yes,no,no,no," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"
worker.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/mining_programs/worker.wasm,add_type_if_swap,mut1,70972,70965,2,2,6,6,19,yes,yes,113,ok,143,ok,yes,yes,99.99,0.00,45,44,11,11,,,yes,yes,no,no,no," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"
worker.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/mining_programs/worker.wasm,add_type_if_swap,mut2,70972,70976,2,2,6,6,26,yes,yes,113,ok,116,ok,yes,yes,100.00,0.00,45,45,11,11,,,yes,yes,no,no,no," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"
worker.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/mining_programs/worker.wasm,add_type_if_swap,mut3,70972,70975,2,2,6,6,30,yes,yes,113,ok,111,ok,yes,yes,100.00,0.00,45,45,11,11,,,yes,yes,no,no,no," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"
worker.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/mining_programs/worker.wasm,peephole_add_type_if_swap,mut1,70972,67223,2,2,6,6,44,yes,yes,113,ok,111,ok,yes,yes,59.96,0.00,45,45,11,11,,,yes,yes,no,no,no," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"
worker.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/mining_programs/worker.wasm,peephole_add_type_if_swap,mut2,70972,71017,2,2,6,6,35,yes,yes,113,ok,112,ok,yes,yes,100.00,0.00,45,45,11,11,,,yes,yes,no,no,no," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"
worker.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/mining_programs/worker.wasm,peephole_add_type_if_swap,mut3,70972,69746,2,2,6,6,32,yes,yes,113,ok,113,ok,yes,yes,98.76,0.00,45,45,11,11,,,yes,yes,no,no,no," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"
worker.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/mining_programs/worker.wasm,add_function_if_swap,mut1,70972,70899,2,2,6,7,29,yes,yes,113,ok,112,ok,yes,yes,99.97,0.00,45,45,11,11,,,yes,yes,no,no,no," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"
worker.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/mining_programs/worker.wasm,add_function_if_swap,mut2,70972,69186,2,2,6,6,38,yes,yes,113,ok,113,ok,yes,yes,99.63,0.00,45,45,11,11,,,yes,yes,no,no,no," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"
worker.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/mining_programs/worker.wasm,add_function_if_swap,mut3,70972,69538,2,2,6,0,29,yes,yes,113,ok,112,ok,yes,yes,ERROR,0.00,45,45,11,11,,,yes,yes,no,no,no," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"
worker.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/mining_programs/worker.wasm,peephole_add_function_if_swap,mut1,70972,70663,2,2,6,0,34,yes,yes,113,ok,113,ok,yes,yes,ERROR,0.00,45,0,11,0,,,yes,yes,no,no,no," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"
worker.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/mining_programs/worker.wasm,peephole_add_function_if_swap,mut2,70972,70750,2,2,6,5,32,yes,yes,26,ok,113,ok,yes,yes,59.90,0.00,45,45,11,11,,,yes,yes,no,no,no," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"
worker.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/mining_programs/worker.wasm,peephole_add_function_if_swap,mut3,70972,70975,2,2,6,6,34,yes,yes,26,ok,122,ok,yes,yes,100.00,0.00,45,45,11,11,,,yes,yes,no,no,no," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"
worker.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/mining_programs/worker.wasm,add_type_add_function_if_swap,mut1,70972,70997,2,2,6,6,31,yes,yes,26,ok,112,ok,yes,yes,99.99,0.00,45,45,11,11,,,yes,yes,no,no,no," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"
worker.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/mining_programs/worker.wasm,add_type_add_function_if_swap,mut2,70972,67797,2,2,6,6,20,yes,yes,26,ok,113,ok,yes,yes,59.29,0.00,45,45,11,11,,,yes,yes,no,no,no," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"
worker.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/mining_programs/worker.wasm,add_type_add_function_if_swap,mut3,70972,65499,2,2,6,5,40,yes,yes,26,ok,115,ok,yes,yes,59.49,0.00,45,45,11,11,,,yes,yes,no,no,no," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"
worker.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/mining_programs/worker.wasm,peephole_add_type_add_function_if_swap,mut1,70972,71001,2,2,6,6,35,yes,yes,26,ok,115,ok,yes,yes,99.99,0.00,45,45,11,11,,,yes,yes,no,no,no," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"
worker.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/mining_programs/worker.wasm,peephole_add_type_add_function_if_swap,mut2,70972,70931,2,2,6,6,29,yes,yes,26,ok,108,ok,yes,yes,99.90,0.00,45,45,11,11,,,yes,yes,no,no,no," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"
worker.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/mining_programs/worker.wasm,peephole_add_type_add_function_if_swap,mut3,70972,70944,2,2,6,0,25,yes,yes,26,ok,110,ok,yes,yes,ERROR,0.00,45,45,11,11,,,yes,yes,no,no,no," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"
worker.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/mining_programs/worker.wasm,remove_dead_code_if_swap,mut1,70972,67214,2,2,6,6,21,yes,yes,26,ok,23,ok,yes,yes,59.96,0.00,45,45,11,11,,,yes,yes,no,no,no," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"
worker.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/mining_programs/worker.wasm,remove_dead_code_if_swap,mut2,70972,70944,2,2,6,0,32,yes,yes,26,ok,119,ok,yes,yes,ERROR,0.00,45,44,11,11,,,yes,yes,no,no,no," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"
worker.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/mining_programs/worker.wasm,remove_dead_code_if_swap,mut3,70972,67214,2,2,6,6,32,yes,yes,26,ok,22,ok,yes,yes,59.96,0.00,45,45,11,11,,,yes,yes,no,no,no," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"
worker.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/mining_programs/worker.wasm,peephole_remove_dead_code_if_swap,mut1,70972,66010,2,2,6,6,32,yes,yes,26,ok,113,ok,yes,yes,59.59,0.00,45,45,11,11,,,yes,yes,no,no,no," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"
worker.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/mining_programs/worker.wasm,peephole_remove_dead_code_if_swap,mut2,70972,62149,2,2,6,6,34,yes,yes,26,ok,113,ok,yes,yes,58.56,0.00,45,45,11,11,,,yes,yes,no,no,no," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"
worker.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/mining_programs/worker.wasm,peephole_remove_dead_code_if_swap,mut3,70972,70975,2,2,6,6,36,yes,yes,26,ok,113,ok,yes,yes,99.99,0.00,45,44,11,11,,,yes,yes,no,no,no," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"
worker.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/mining_programs/worker.wasm,add_type_remove_dead_code_if_swap,mut1,70972,70902,2,2,6,0,31,yes,yes,26,ok,108,ok,yes,yes,ERROR,0.00,45,0,11,0,,,yes,yes,no,no,no," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"
worker.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/mining_programs/worker.wasm,add_type_remove_dead_code_if_swap,mut2,70972,69538,2,2,6,0,23,yes,yes,26,ok,114,ok,yes,yes,ERROR,0.00,45,45,11,11,,,yes,yes,no,no,no," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"
worker.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/mining_programs/worker.wasm,add_type_remove_dead_code_if_swap,mut3,70972,60378,2,2,6,0,24,yes,yes,26,ok,112,ok,yes,yes,ERROR,0.00,45,45,11,11,,,yes,yes,no,no,no," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"
worker.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/mining_programs/worker.wasm,peephole_add_type_remove_dead_code_if_swap,mut1,70972,70963,2,2,6,6,24,yes,yes,26,ok,115,ok,yes,yes,99.99,0.00,45,46,11,11,,,yes,yes,no,no,no," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"
worker.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/mining_programs/worker.wasm,peephole_add_type_remove_dead_code_if_swap,mut2,70972,363436,2,2,6,59,46,yes,yes,26,ok,119,ok,yes,yes,64.28,0.00,45,45,11,11,,,yes,yes,no,no,no," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"
worker.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/mining_programs/worker.wasm,peephole_add_type_remove_dead_code_if_swap,mut3,70972,70981,2,2,6,0,32,yes,yes,26,ok,109,ok,yes,yes,ERROR,0.00,45,45,11,11,,,yes,yes,no,no,no," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"," | error: Unable to instantiate the WebAssembly module | ╰─▶ 1: Error while importing ""env"".""memory"": unknown import. Expected Memory(MemoryType { minimum: 256 pages, maximum: Some(256 pages), shared: false })"
